source,file,run,size,activity,ns
doi,doi_smoosh.json,9,537,reading json,727991
doi,doi_smoosh.json,9,537,inodes,65354
doi,doi_smoosh.json,9,537,saving,44712
doi,doi_smoosh.json,9,537,writing,26324
penguin,dekeijzer.json,7,446,reading json,628526
penguin,dekeijzer.json,7,446,inodes,30683
penguin,dekeijzer.json,7,446,saving,30685
penguin,dekeijzer.json,7,446,writing,34272
penguin,dekeijzer.json,4,446,reading json,608968
penguin,dekeijzer.json,4,446,inodes,30553
penguin,dekeijzer.json,4,446,saving,33959
penguin,dekeijzer.json,4,446,writing,18206
fda,event100.json,3,2945177,reading json,3781310773
fda,event100.json,3,2945177,inodes,48291940
fda,event100.json,3,2945177,saving,26840580
fda,event100.json,3,2945177,writing,19921932
json_org,json_eg1.json,2,583,reading json,784147
json_org,json_eg1.json,2,583,inodes,59484
json_org,json_eg1.json,2,583,saving,25491
json_org,json_eg1.json,2,583,writing,15207
fake,list2.json,4,25,reading json,237726
fake,list2.json,4,25,inodes,63358
fake,list2.json,4,25,saving,22256
fake,list2.json,4,25,writing,16889
ncdc,ncdc_gsom_sample.json,9,2867,reading json,3746127
ncdc,ncdc_gsom_sample.json,9,2867,inodes,125020
ncdc,ncdc_gsom_sample.json,9,2867,saving,117307
ncdc,ncdc_gsom_sample.json,9,2867,writing,107295
fda,registrationlisting100.json,6,214459,reading json,274404379
fda,registrationlisting100.json,6,214459,inodes,3782891
fda,registrationlisting100.json,6,214459,saving,3868703
fda,registrationlisting100.json,6,214459,writing,3075046
fda,event.json,4,1819,reading json,2462236
fda,event.json,4,1819,inodes,78446
fda,event.json,4,1819,saving,71995
fda,event.json,4,1819,writing,39121
fda,tobacco_products.json,3,2345,reading json,3027547
fda,tobacco_products.json,3,2345,inodes,84897
fda,tobacco_products.json,3,2345,saving,68159
fda,tobacco_products.json,3,2345,writing,42643
json_org,json_eg1.json,5,583,reading json,791439
json_org,json_eg1.json,5,583,inodes,57485
json_org,json_eg1.json,5,583,saving,40011
json_org,json_eg1.json,5,583,writing,20085
fda,recall10.json,6,212061,reading json,268720501
fda,recall10.json,6,212061,inodes,4693835
fda,recall10.json,6,212061,saving,3087251
fda,recall10.json,6,212061,writing,2586907
rv,human_male.json,2,603912,reading json,777565372
rv,human_male.json,2,603912,inodes,12726163
rv,human_male.json,2,603912,saving,11366777
rv,human_male.json,2,603912,writing,11523559
fake,obj_rename.json,10,69,reading json,131905
fake,obj_rename.json,10,69,inodes,23036
fake,obj_rename.json,10,69,saving,18072
fake,obj_rename.json,10,69,writing,10872
fda,recall10.json,1,212061,reading json,268375735
fda,recall10.json,1,212061,inodes,4228609
fda,recall10.json,1,212061,saving,3308011
fda,recall10.json,1,212061,writing,2746296
gh,ffs.json,1,5089,reading json,6467367
gh,ffs.json,1,5089,inodes,79641
gh,ffs.json,1,5089,saving,100963
gh,ffs.json,1,5089,writing,75208
fda,event.json,9,1819,reading json,2467228
fda,event.json,9,1819,inodes,77494
fda,event.json,9,1819,saving,66015
fda,event.json,9,1819,writing,37986
fake,list2.json,2,25,reading json,58890
fake,list2.json,2,25,inodes,51671
fake,list2.json,2,25,saving,31709
fake,list2.json,2,25,writing,24280
fake,object.json,8,77,reading json,140588
fake,object.json,8,77,inodes,26620
fake,object.json,8,77,saving,27556
fake,object.json,8,77,writing,12893
gov.uk,bank-holidays.json,3,15124,reading json,20413923
gov.uk,bank-holidays.json,3,15124,inodes,613239
gov.uk,bank-holidays.json,3,15124,saving,564324
gov.uk,bank-holidays.json,3,15124,writing,466322
ncdc,ncdc_datasets.json,1,1625,reading json,2158763
ncdc,ncdc_datasets.json,1,1625,inodes,98073
ncdc,ncdc_datasets.json,1,1625,saving,68983
ncdc,ncdc_datasets.json,1,1625,writing,65974
fake,object.json,6,77,reading json,148134
fake,object.json,6,77,inodes,28508
fake,object.json,6,77,saving,35117
fake,object.json,6,77,writing,15078
ncdc,ncdc_07030_stations.json,6,1476,reading json,1912048
ncdc,ncdc_07030_stations.json,6,1476,inodes,96921
ncdc,ncdc_07030_stations.json,6,1476,saving,81157
ncdc,ncdc_07030_stations.json,6,1476,writing,64884
json_org,json_eg3.json,7,602,reading json,816710
json_org,json_eg3.json,7,602,inodes,36845
json_org,json_eg3.json,7,602,saving,39358
json_org,json_eg3.json,7,602,writing,24557
fda,tobacco.json,5,1144,reading json,1501863
fda,tobacco.json,5,1144,inodes,64022
fda,tobacco.json,5,1144,saving,43541
fda,tobacco.json,5,1144,writing,22713
gh,gh_gpl3.json,10,36979,reading json,50920462
gh,gh_gpl3.json,10,36979,inodes,103377
gh,gh_gpl3.json,10,36979,saving,62526
gh,gh_gpl3.json,10,36979,writing,222822
ncdc,ncdc_datasets.json,7,1625,reading json,2247555
ncdc,ncdc_datasets.json,7,1625,inodes,123904
ncdc,ncdc_datasets.json,7,1625,saving,75430
ncdc,ncdc_datasets.json,7,1625,writing,66502
gov.uk,bank-holidays.json,2,15124,reading json,20066996
gov.uk,bank-holidays.json,2,15124,inodes,653143
gov.uk,bank-holidays.json,2,15124,saving,541414
gov.uk,bank-holidays.json,2,15124,writing,465848
ncdc,ncdc_locations.json,4,2808,reading json,3601127
ncdc,ncdc_locations.json,4,2808,inodes,131031
ncdc,ncdc_locations.json,4,2808,saving,107726
ncdc,ncdc_locations.json,4,2808,writing,100928
fda,tobacco_products.json,1,2345,reading json,2994313
fda,tobacco_products.json,1,2345,inodes,83188
fda,tobacco_products.json,1,2345,saving,68510
fda,tobacco_products.json,1,2345,writing,42389
ncdc,ncdc_datatypes.json,10,4013,reading json,5476645
ncdc,ncdc_datatypes.json,10,4013,inodes,128556
ncdc,ncdc_datatypes.json,10,4013,saving,110566
ncdc,ncdc_datatypes.json,10,4013,writing,103816
gh,gh_emoji.json,2,173641,reading json,225697135
gh,gh_emoji.json,2,173641,inodes,1399634
gh,gh_emoji.json,2,173641,saving,2128318
gh,gh_emoji.json,2,173641,writing,1373005
ncdc,ncdc_locations.json,3,2808,reading json,3757285
ncdc,ncdc_locations.json,3,2808,inodes,130553
ncdc,ncdc_locations.json,3,2808,saving,111755
ncdc,ncdc_locations.json,3,2808,writing,102916
penguin,linux.json,6,64401,reading json,85490446
penguin,linux.json,6,64401,inodes,740001
penguin,linux.json,6,64401,saving,700788
penguin,linux.json,6,64401,writing,590752
gh,gh_licenses.json,9,2507,reading json,3459386
gh,gh_licenses.json,9,2507,inodes,89850
gh,gh_licenses.json,9,2507,saving,63194
gh,gh_licenses.json,9,2507,writing,56434
fda,registrationlisting100.json,7,214459,reading json,276035824
fda,registrationlisting100.json,7,214459,inodes,3463703
fda,registrationlisting100.json,7,214459,saving,3650487
fda,registrationlisting100.json,7,214459,writing,2991871
ncdc,ncdc_zips.json,5,2851,reading json,3910622
ncdc,ncdc_zips.json,5,2851,inodes,129825
ncdc,ncdc_zips.json,5,2851,saving,110580
ncdc,ncdc_zips.json,5,2851,writing,103131
ncdc,ncdc_07030_stations.json,2,1476,reading json,1967217
ncdc,ncdc_07030_stations.json,2,1476,inodes,98011
ncdc,ncdc_07030_stations.json,2,1476,saving,73810
ncdc,ncdc_07030_stations.json,2,1476,writing,64880
ncdc,ncdc_zips.json,8,2851,reading json,3803181
ncdc,ncdc_zips.json,8,2851,inodes,131964
ncdc,ncdc_zips.json,8,2851,saving,110438
ncdc,ncdc_zips.json,8,2851,writing,103104
fake,list2.json,8,25,reading json,64285
fake,list2.json,8,25,inodes,61823
fake,list2.json,8,25,saving,34113
fake,list2.json,8,25,writing,13291
gh,kmt.json,2,4979,reading json,6411548
gh,kmt.json,2,4979,inodes,79848
gh,kmt.json,2,4979,saving,103885
gh,kmt.json,2,4979,writing,75490
rv,agni.json,6,89267,reading json,116129508
rv,agni.json,6,89267,inodes,1912072
rv,agni.json,6,89267,saving,1862665
rv,agni.json,6,89267,writing,1769325
json_org,json_eg4.json,1,3468,reading json,5026244
json_org,json_eg4.json,1,3468,inodes,125710
json_org,json_eg4.json,1,3468,saving,102354
json_org,json_eg4.json,1,3468,writing,59622
rv,demons.json,7,194,reading json,294332
rv,demons.json,7,194,inodes,55512
rv,demons.json,7,194,saving,26966
rv,demons.json,7,194,writing,17182
fda,recall10.json,9,212061,reading json,266053483
fda,recall10.json,9,212061,inodes,4232791
fda,recall10.json,9,212061,saving,2933774
fda,recall10.json,9,212061,writing,2547982
ncdc,ncdc_datasets.json,6,1625,reading json,2161630
ncdc,ncdc_datasets.json,6,1625,inodes,102209
ncdc,ncdc_datasets.json,6,1625,saving,71429
ncdc,ncdc_datasets.json,6,1625,writing,66514
rv,human_male.json,10,603912,reading json,766424805
rv,human_male.json,10,603912,inodes,12826142
rv,human_male.json,10,603912,saving,11249248
rv,human_male.json,10,603912,writing,11032624
gh,gh_emoji.json,5,173641,reading json,221380227
gh,gh_emoji.json,5,173641,inodes,1318232
gh,gh_emoji.json,5,173641,saving,1981676
gh,gh_emoji.json,5,173641,writing,1613362
gov.uk,bank-holidays.json,5,15124,reading json,20401114
gov.uk,bank-holidays.json,5,15124,inodes,612341
gov.uk,bank-holidays.json,5,15124,saving,547407
gov.uk,bank-holidays.json,5,15124,writing,474788
fda,event100.json,2,2945177,reading json,3785301296
fda,event100.json,2,2945177,inodes,46117747
fda,event100.json,2,2945177,saving,25636337
fda,event100.json,2,2945177,writing,20106989
penguin,dekeijzer.json,5,446,reading json,601584
penguin,dekeijzer.json,5,446,inodes,29282
penguin,dekeijzer.json,5,446,saving,31460
penguin,dekeijzer.json,5,446,writing,20500
gh,ffs.json,7,5089,reading json,6535118
gh,ffs.json,7,5089,inodes,133651
gh,ffs.json,7,5089,saving,105686
gh,ffs.json,7,5089,writing,74751
fake,obj_rename.json,4,69,reading json,131371
fake,obj_rename.json,4,69,inodes,22670
fake,obj_rename.json,4,69,saving,19205
fake,obj_rename.json,4,69,writing,10883
penn,historic-20181028.json,4,1468638,reading json,1873658730
penn,historic-20181028.json,4,1468638,inodes,35134105
penn,historic-20181028.json,4,1468638,saving,28342263
penn,historic-20181028.json,4,1468638,writing,21855994
penguin,linux.json,8,64401,reading json,82284549
penguin,linux.json,8,64401,inodes,663607
penguin,linux.json,8,64401,saving,567510
penguin,linux.json,8,64401,writing,423594
gh,ffs_issues.json,5,38158,reading json,48923418
gh,ffs_issues.json,5,38158,inodes,598521
gh,ffs_issues.json,5,38158,saving,575656
gh,ffs_issues.json,5,38158,writing,510738
fda,event.json,10,1819,reading json,2378683
fda,event.json,10,1819,inodes,76536
fda,event.json,10,1819,saving,65611
fda,event.json,10,1819,writing,43031
rv,human_male.json,1,603912,reading json,774784926
rv,human_male.json,1,603912,inodes,12678622
rv,human_male.json,1,603912,saving,11277225
rv,human_male.json,1,603912,writing,10695230
rv,agni.json,7,89267,reading json,117529205
rv,agni.json,7,89267,inodes,1964326
rv,agni.json,7,89267,saving,1278928
rv,agni.json,7,89267,writing,1645396
fda,waterpipe.json,8,1955,reading json,2555458
fda,waterpipe.json,8,1955,inodes,75307
fda,waterpipe.json,8,1955,saving,54603
fda,waterpipe.json,8,1955,writing,35769
ncdc,ncdc_datasets.json,2,1625,reading json,2142044
ncdc,ncdc_datasets.json,2,1625,inodes,97515
ncdc,ncdc_datasets.json,2,1625,saving,76664
ncdc,ncdc_datasets.json,2,1625,writing,64160
penguin,bsd.json,10,5415,reading json,6764104
penguin,bsd.json,10,5415,inodes,177413
penguin,bsd.json,10,5415,saving,70155
penguin,bsd.json,10,5415,writing,46486
doi,doi_10.1000_1.json,3,369,reading json,541293
doi,doi_10.1000_1.json,3,369,inodes,65239
doi,doi_10.1000_1.json,3,369,saving,40456
doi,doi_10.1000_1.json,3,369,writing,24035
gh,gh_mgree_events.json,4,168832,reading json,215467212
gh,gh_mgree_events.json,4,168832,inodes,1844610
gh,gh_mgree_events.json,4,168832,saving,2260752
gh,gh_mgree_events.json,4,168832,writing,1895299
gh,mgree_repos.json,1,159905,reading json,203159189
gh,mgree_repos.json,1,159905,inodes,1798682
gh,mgree_repos.json,1,159905,saving,1968604
gh,mgree_repos.json,1,159905,writing,1806478
json_org,json_eg2.json,9,242,reading json,358744
json_org,json_eg2.json,9,242,inodes,56646
json_org,json_eg2.json,9,242,saving,28434
json_org,json_eg2.json,9,242,writing,19780
doi,doi_10.1000_1.json,1,369,reading json,512775
doi,doi_10.1000_1.json,1,369,inodes,60739
doi,doi_10.1000_1.json,1,369,saving,41074
doi,doi_10.1000_1.json,1,369,writing,20229
ncdc,ncdc_stations_big.json,7,200908,reading json,261558415
ncdc,ncdc_stations_big.json,7,200908,inodes,6015351
ncdc,ncdc_stations_big.json,7,200908,saving,5415147
ncdc,ncdc_stations_big.json,7,200908,writing,4471083
rv,animal.json,8,7051,reading json,9282603
rv,animal.json,8,7051,inodes,205713
rv,animal.json,8,7051,saving,169656
rv,animal.json,8,7051,writing,154318
ncdc,ncdc_datacategories.json,1,1075,reading json,1556958
ncdc,ncdc_datacategories.json,1,1075,inodes,101232
ncdc,ncdc_datacategories.json,1,1075,saving,79992
ncdc,ncdc_datacategories.json,1,1075,writing,49776
fake,object.json,1,77,reading json,141324
fake,object.json,1,77,inodes,25910
fake,object.json,1,77,saving,16298
fake,object.json,1,77,writing,11402
ncdc,ncdc_07030.json,5,111,reading json,191567
ncdc,ncdc_07030.json,5,111,inodes,29645
ncdc,ncdc_07030.json,5,111,saving,24096
ncdc,ncdc_07030.json,5,111,writing,21953
fda,recall100.json,3,2117776,reading json,2673197586
fda,recall100.json,3,2117776,inodes,42045823
fda,recall100.json,3,2117776,saving,23466903
fda,recall100.json,3,2117776,writing,21062419
fda,recall100.json,8,2117776,reading json,2652910651
fda,recall100.json,8,2117776,inodes,43484238
fda,recall100.json,8,2117776,saving,24356898
fda,recall100.json,8,2117776,writing,20425277
fake,list2.json,6,25,reading json,58318
fake,list2.json,6,25,inodes,51049
fake,list2.json,6,25,saving,21592
fake,list2.json,6,25,writing,17027
gh,mgree_repos.json,2,159905,reading json,205725107
gh,mgree_repos.json,2,159905,inodes,1695170
gh,mgree_repos.json,2,159905,saving,1442174
gh,mgree_repos.json,2,159905,writing,1334905
rv,animal.json,2,7051,reading json,9171786
rv,animal.json,2,7051,inodes,213022
rv,animal.json,2,7051,saving,180048
rv,animal.json,2,7051,writing,154274
fake,object_null.json,5,95,reading json,163080
fake,object_null.json,5,95,inodes,28457
fake,object_null.json,5,95,saving,21839
fake,object_null.json,5,95,writing,14339
rv,demons.json,8,194,reading json,365655
rv,demons.json,8,194,inodes,70012
rv,demons.json,8,194,saving,33021
rv,demons.json,8,194,writing,13149
json_org,json_eg3.json,2,602,reading json,806814
json_org,json_eg3.json,2,602,inodes,36130
json_org,json_eg3.json,2,602,saving,38192
json_org,json_eg3.json,2,602,writing,23861
fda,waterpipe.json,5,1955,reading json,2729616
fda,waterpipe.json,5,1955,inodes,87169
fda,waterpipe.json,5,1955,saving,54410
fda,waterpipe.json,5,1955,writing,33529
fda,event100.json,4,2945177,reading json,3691025014
fda,event100.json,4,2945177,inodes,45752801
fda,event100.json,4,2945177,saving,26359499
fda,event100.json,4,2945177,writing,19427475
fda,tobacco100.json,5,63634,reading json,85612509
fda,tobacco100.json,5,63634,inodes,1067609
fda,tobacco100.json,5,63634,saving,790052
fda,tobacco100.json,5,63634,writing,681869
penguin,grisham.json,10,22488,reading json,30489617
penguin,grisham.json,10,22488,inodes,971290
penguin,grisham.json,10,22488,saving,1014596
penguin,grisham.json,10,22488,writing,700224
ncdc,ncdc_07030.json,2,111,reading json,180028
ncdc,ncdc_07030.json,2,111,inodes,27054
ncdc,ncdc_07030.json,2,111,saving,20996
ncdc,ncdc_07030.json,2,111,writing,21553
ncdc,ncdc_ewr_station.json,9,191,reading json,300284
ncdc,ncdc_ewr_station.json,9,191,inodes,31967
ncdc,ncdc_ewr_station.json,9,191,saving,27472
ncdc,ncdc_ewr_station.json,9,191,writing,23089
json_org,json_eg1.json,10,583,reading json,776334
json_org,json_eg1.json,10,583,inodes,56543
json_org,json_eg1.json,10,583,saving,32267
json_org,json_eg1.json,10,583,writing,18290
penguin,bsd.json,7,5415,reading json,6928776
penguin,bsd.json,7,5415,inodes,95190
penguin,bsd.json,7,5415,saving,93753
penguin,bsd.json,7,5415,writing,66914
penn,historic-20181028.json,2,1468638,reading json,1878006492
penn,historic-20181028.json,2,1468638,inodes,34026136
penn,historic-20181028.json,2,1468638,saving,28562006
penn,historic-20181028.json,2,1468638,writing,18722934
doi,doi_smoosh.json,6,537,reading json,758309
doi,doi_smoosh.json,6,537,inodes,64516
doi,doi_smoosh.json,6,537,saving,46931
doi,doi_smoosh.json,6,537,writing,25725
ncdc,ncdc_07030_stations.json,1,1476,reading json,1902523
ncdc,ncdc_07030_stations.json,1,1476,inodes,99733
ncdc,ncdc_07030_stations.json,1,1476,saving,72309
ncdc,ncdc_07030_stations.json,1,1476,writing,77294
fake,obj_rename.json,7,69,reading json,129320
fake,obj_rename.json,7,69,inodes,22000
fake,obj_rename.json,7,69,saving,15640
fake,obj_rename.json,7,69,writing,14205
rv,demons.json,4,194,reading json,290102
rv,demons.json,4,194,inodes,54384
rv,demons.json,4,194,saving,32876
rv,demons.json,4,194,writing,15136
json_org,json_eg3.json,10,602,reading json,816590
json_org,json_eg3.json,10,602,inodes,36929
json_org,json_eg3.json,10,602,saving,41630
json_org,json_eg3.json,10,602,writing,23369
fda,registrationlisting.json,5,3228,reading json,4106090
fda,registrationlisting.json,5,3228,inodes,94152
fda,registrationlisting.json,5,3228,saving,90170
fda,registrationlisting.json,5,3228,writing,59747
ncdc,ncdc_gsom_sample.json,10,2867,reading json,3642623
ncdc,ncdc_gsom_sample.json,10,2867,inodes,122817
ncdc,ncdc_gsom_sample.json,10,2867,saving,109897
ncdc,ncdc_gsom_sample.json,10,2867,writing,102905
gh,kmt.json,4,4979,reading json,6363962
gh,kmt.json,4,4979,inodes,88544
gh,kmt.json,4,4979,saving,106750
gh,kmt.json,4,4979,writing,75532
gh,kmt.json,5,4979,reading json,7212238
gh,kmt.json,5,4979,inodes,97461
gh,kmt.json,5,4979,saving,101594
gh,kmt.json,5,4979,writing,74650
gh,mgree_repos.json,3,159905,reading json,203095084
gh,mgree_repos.json,3,159905,inodes,1979027
gh,mgree_repos.json,3,159905,saving,2027444
gh,mgree_repos.json,3,159905,writing,1957503
gh,ffs.json,8,5089,reading json,6437697
gh,ffs.json,8,5089,inodes,76053
gh,ffs.json,8,5089,saving,109576
gh,ffs.json,8,5089,writing,75066
ncdc,ncdc_locations.json,9,2808,reading json,3658022
ncdc,ncdc_locations.json,9,2808,inodes,127291
ncdc,ncdc_locations.json,9,2808,saving,109301
ncdc,ncdc_locations.json,9,2808,writing,102049
penguin,rust.json,10,161726,reading json,204218577
penguin,rust.json,10,161726,inodes,797318
penguin,rust.json,10,161726,saving,640339
penguin,rust.json,10,161726,writing,555777
rv,demons.json,9,194,reading json,287426
rv,demons.json,9,194,inodes,52823
rv,demons.json,9,194,saving,29638
rv,demons.json,9,194,writing,15086
fda,event.json,3,1819,reading json,2329223
fda,event.json,3,1819,inodes,76649
fda,event.json,3,1819,saving,76625
fda,event.json,3,1819,writing,37230
gh,mgree.json,8,1331,reading json,1675000
gh,mgree.json,8,1331,inodes,40762
gh,mgree.json,8,1331,saving,56610
gh,mgree.json,8,1331,writing,30621
json_org,json_eg4.json,4,3468,reading json,4476004
json_org,json_eg4.json,4,3468,inodes,101150
json_org,json_eg4.json,4,3468,saving,82577
json_org,json_eg4.json,4,3468,writing,44099
ncdc,ncdc_locations.json,10,2808,reading json,3715281
ncdc,ncdc_locations.json,10,2808,inodes,133683
ncdc,ncdc_locations.json,10,2808,saving,101389
ncdc,ncdc_locations.json,10,2808,writing,80886
fake,object_null.json,6,95,reading json,166601
fake,object_null.json,6,95,inodes,27988
fake,object_null.json,6,95,saving,25145
fake,object_null.json,6,95,writing,13383
penguin,grisham.json,8,22488,reading json,30294347
penguin,grisham.json,8,22488,inodes,892949
penguin,grisham.json,8,22488,saving,882202
penguin,grisham.json,8,22488,writing,647781
rv,agni.json,10,89267,reading json,113236537
rv,agni.json,10,89267,inodes,1883509
rv,agni.json,10,89267,saving,1832334
rv,agni.json,10,89267,writing,1733773
doi,doi_smoosh.json,4,537,reading json,777245
doi,doi_smoosh.json,4,537,inodes,65563
doi,doi_smoosh.json,4,537,saving,47206
doi,doi_smoosh.json,4,537,writing,27740
gh,mgree_repos.json,8,159905,reading json,197395728
gh,mgree_repos.json,8,159905,inodes,1785115
gh,mgree_repos.json,8,159905,saving,1819420
gh,mgree_repos.json,8,159905,writing,1740093
gh,ffs_issues.json,4,38158,reading json,49866395
gh,ffs_issues.json,4,38158,inodes,665625
gh,ffs_issues.json,4,38158,saving,540455
gh,ffs_issues.json,4,38158,writing,515929
ncdc,ncdc_locationcategories.json,3,543,reading json,743613
ncdc,ncdc_locationcategories.json,3,543,inodes,69364
ncdc,ncdc_locationcategories.json,3,543,saving,51484
ncdc,ncdc_locationcategories.json,3,543,writing,31321
fda,registrationlisting100.json,2,214459,reading json,266204695
fda,registrationlisting100.json,2,214459,inodes,3174560
fda,registrationlisting100.json,2,214459,saving,4084696
fda,registrationlisting100.json,2,214459,writing,3204732
fda,recall.json,5,22475,reading json,29761849
fda,recall.json,5,22475,inodes,529828
fda,recall.json,5,22475,saving,357661
fda,recall.json,5,22475,writing,302391
fda,registrationlisting100.json,8,214459,reading json,279496908
fda,registrationlisting100.json,8,214459,inodes,3834935
fda,registrationlisting100.json,8,214459,saving,3262617
fda,registrationlisting100.json,8,214459,writing,2631535
penguin,grisham.json,5,22488,reading json,30279682
penguin,grisham.json,5,22488,inodes,897899
penguin,grisham.json,5,22488,saving,795862
penguin,grisham.json,5,22488,writing,583652
fda,recall50.json,6,1049501,reading json,1312283019
fda,recall50.json,6,1049501,inodes,22020402
fda,recall50.json,6,1049501,saving,12810356
fda,recall50.json,6,1049501,writing,12100480
gh,gh_mgree_events.json,1,168832,reading json,215049302
gh,gh_mgree_events.json,1,168832,inodes,2105364
gh,gh_mgree_events.json,1,168832,saving,2326648
gh,gh_mgree_events.json,1,168832,writing,1972475
fda,tobacco.json,10,1144,reading json,1461294
fda,tobacco.json,10,1144,inodes,63584
fda,tobacco.json,10,1144,saving,45066
fda,tobacco.json,10,1144,writing,30294
penguin,rust.json,7,161726,reading json,206172145
penguin,rust.json,7,161726,inodes,806156
penguin,rust.json,7,161726,saving,904195
penguin,rust.json,7,161726,writing,800851
gov.uk,bank-holidays.json,9,15124,reading json,19700482
gov.uk,bank-holidays.json,9,15124,inodes,679460
gov.uk,bank-holidays.json,9,15124,saving,750210
gov.uk,bank-holidays.json,9,15124,writing,664794
gh,gh_licenses.json,6,2507,reading json,3195701
gh,gh_licenses.json,6,2507,inodes,85460
gh,gh_licenses.json,6,2507,saving,57819
gh,gh_licenses.json,6,2507,writing,51951
fda,tobacco.json,7,1144,reading json,1510986
fda,tobacco.json,7,1144,inodes,64212
fda,tobacco.json,7,1144,saving,37807
fda,tobacco.json,7,1144,writing,23376
gh,ffs_issues.json,1,38158,reading json,49168752
gh,ffs_issues.json,1,38158,inodes,573214
gh,ffs_issues.json,1,38158,saving,405448
gh,ffs_issues.json,1,38158,writing,379162
fda,tobacco_products.json,9,2345,reading json,2996723
fda,tobacco_products.json,9,2345,inodes,99518
fda,tobacco_products.json,9,2345,saving,65826
fda,tobacco_products.json,9,2345,writing,41381
fda,registrationlisting100.json,10,214459,reading json,272748516
fda,registrationlisting100.json,10,214459,inodes,3337086
fda,registrationlisting100.json,10,214459,saving,3558771
fda,registrationlisting100.json,10,214459,writing,3013594
fda,tobacco10.json,3,6567,reading json,8749636
fda,tobacco10.json,3,6567,inodes,161714
fda,tobacco10.json,3,6567,saving,111642
fda,tobacco10.json,3,6567,writing,83770
ncdc,ncdc_stations_big.json,9,200908,reading json,259040137
ncdc,ncdc_stations_big.json,9,200908,inodes,7205986
ncdc,ncdc_stations_big.json,9,200908,saving,5307249
ncdc,ncdc_stations_big.json,9,200908,writing,5212292
ncdc,ncdc_datacategories.json,2,1075,reading json,1389450
ncdc,ncdc_datacategories.json,2,1075,inodes,92233
ncdc,ncdc_datacategories.json,2,1075,saving,83590
ncdc,ncdc_datacategories.json,2,1075,writing,50171
fake,obj_rename.json,5,69,reading json,127546
fake,obj_rename.json,5,69,inodes,22329
fake,obj_rename.json,5,69,saving,19857
fake,obj_rename.json,5,69,writing,11282
doi,doi_10.1000_1.json,2,369,reading json,514232
doi,doi_10.1000_1.json,2,369,inodes,60546
doi,doi_10.1000_1.json,2,369,saving,40170
doi,doi_10.1000_1.json,2,369,writing,24702
ncdc,ncdc_ewr_station.json,10,191,reading json,293010
ncdc,ncdc_ewr_station.json,10,191,inodes,31839
ncdc,ncdc_ewr_station.json,10,191,saving,23234
ncdc,ncdc_ewr_station.json,10,191,writing,26695
rv,animal.json,6,7051,reading json,8929812
rv,animal.json,6,7051,inodes,166122
rv,animal.json,6,7051,saving,180732
rv,animal.json,6,7051,writing,159118
ncdc,ncdc_datatypes.json,2,4013,reading json,5177266
ncdc,ncdc_datatypes.json,2,4013,inodes,130618
ncdc,ncdc_datatypes.json,2,4013,saving,115117
ncdc,ncdc_datatypes.json,2,4013,writing,105391
fake,list2.json,10,25,reading json,57256
fake,list2.json,10,25,inodes,49857
fake,list2.json,10,25,saving,23488
fake,list2.json,10,25,writing,16532
json_org,json_eg4.json,9,3468,reading json,4469911
json_org,json_eg4.json,9,3468,inodes,101725
json_org,json_eg4.json,9,3468,saving,107952
json_org,json_eg4.json,9,3468,writing,59488
rv,demons.json,3,194,reading json,281874
rv,demons.json,3,194,inodes,54456
rv,demons.json,3,194,saving,36951
rv,demons.json,3,194,writing,16217
gh,gh_apache2.json,10,12591,reading json,16370924
gh,gh_apache2.json,10,12591,inodes,69434
gh,gh_apache2.json,10,12591,saving,43822
gh,gh_apache2.json,10,12591,writing,63656
fda,tobacco.json,4,1144,reading json,1490353
fda,tobacco.json,4,1144,inodes,64945
fda,tobacco.json,4,1144,saving,62039
fda,tobacco.json,4,1144,writing,29382
fda,recall10.json,8,212061,reading json,274700601
fda,recall10.json,8,212061,inodes,4385064
fda,recall10.json,8,212061,saving,3803729
fda,recall10.json,8,212061,writing,3812531
ncdc,ncdc_ewr_station.json,5,191,reading json,284746
ncdc,ncdc_ewr_station.json,5,191,inodes,31231
ncdc,ncdc_ewr_station.json,5,191,saving,23138
ncdc,ncdc_ewr_station.json,5,191,writing,25767
penguin,bsd.json,9,5415,reading json,6797143
penguin,bsd.json,9,5415,inodes,108453
penguin,bsd.json,9,5415,saving,92372
penguin,bsd.json,9,5415,writing,65415
gh,mgree.json,4,1331,reading json,1667376
gh,mgree.json,4,1331,inodes,47645
gh,mgree.json,4,1331,saving,47369
gh,mgree.json,4,1331,writing,27575
rv,animal.json,3,7051,reading json,9174311
rv,animal.json,3,7051,inodes,181473
rv,animal.json,3,7051,saving,202207
rv,animal.json,3,7051,writing,138261
json_org,json_eg2.json,4,242,reading json,346622
json_org,json_eg2.json,4,242,inodes,53500
json_org,json_eg2.json,4,242,saving,31962
json_org,json_eg2.json,4,242,writing,19107
fda,waterpipe.json,10,1955,reading json,2514186
fda,waterpipe.json,10,1955,inodes,73513
fda,waterpipe.json,10,1955,saving,56810
fda,waterpipe.json,10,1955,writing,31177
ncdc,ncdc_07030_stations.json,9,1476,reading json,1922947
ncdc,ncdc_07030_stations.json,9,1476,inodes,91327
ncdc,ncdc_07030_stations.json,9,1476,saving,75134
ncdc,ncdc_07030_stations.json,9,1476,writing,64811
rv,demons.json,6,194,reading json,294483
rv,demons.json,6,194,inodes,53780
rv,demons.json,6,194,saving,32555
rv,demons.json,6,194,writing,12869
ncdc,ncdc_stations_big.json,10,200908,reading json,259255585
